class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
e,4.79,f,y,g,f,s,,g,4.15,6.48,,,w,,,f,f,,d,a
p,2.02,c,h,y,f,,,y,8.33,3.12,,,y,,,f,f,,g,u
e,3.16,f,g,n,f,a,d,g,4.88,3.18,,s,g,,,f,f,,d,a
e,9.72,f,,g,f,d,c,y,2.29,15.34,,,w,,,f,f,,d,w
e,5.09,f,h,g,f,s,d,g,4.55,8.97,,s,g,,,f,f,,d,u
p,5.7,x,t,n,f,x,,w,11.27,6.79,r,g,n,,,f,f,,d,a
p,2.56,f,,b,f,x,,w,4.58,6.2,,,w,,,f,f,,d,a
e,8.41,f,s,u,f,a,c,w,4.38,16.06,,,w,,,f,f,,d,a
p,16.41,x,t,n,t,d,c,b,5.19,27.08,,,n,,,f,f,,g,a
e,3.32,x,,y,f,a,c,o,3.77,7.57,,,w,,,f,f,,d,u
p,3.1,s,w,o,t,d,c,y,3.86,6.27,,,n,,,f,f,,d,u
e,5.88,x,l,w,f,d,,p,3.2,8.52,,,w,,,f,f,,g,a
p,3.18,s,s,w,f,d,c,w,3.0,7.04,,,w,,,f,f,,g,a
e,17.17,s,s,k,f,a,d,y,6.63,23.74,,,w,,,f,f,w,d,a
e,8.38,f,s,n,f,x,c,w,7.35,10.36,,s,n,,,f,f,,l,a
p,7.14,x,y,w,t,,,n,7.16,13.63,s,,w,,,t,l,,g,u
p,6.16,b,t,w,f,e,c,w,10.86,11.96,,y,w,u,w,t,e,,d,u
p,6.15,x,i,y,f,a,c,n,7.01,7.57,,i,n,,k,t,z,k,g,a
p,5.97,x,s,n,f,s,,g,5.79,7.22,,y,n,,,f,f,,d,w
p,5.08,c,i,y,f,,c,r,6.59,8.23,,,w,,,f,f,,d,u
e,4.67,x,,y,f,a,c,y,3.96,8.66,,,w,,,f,f,,d,a
p,4.09,x,h,o,f,a,c,n,4.63,6.29,,y,n,,,t,z,,d,w
e,16.2,x,e,n,t,e,,w,11.18,17.78,,,w,,,t,,,d,a
e,11.19,x,e,l,f,x,c,w,6.88,17.13,,,w,,,f,f,,d,a
p,8.03,b,y,w,f,,,k,16.36,18.18,,,w,,,f,f,,d,a
p,6.54,s,d,e,t,d,c,w,5.98,8.71,,,n,,,f,f,,d,a
e,8.18,x,h,y,f,p,,y,7.41,14.88,,,y,,y,t,,,d,a
p,3.41,x,,n,f,x,c,p,7.06,3.45,,,n,,,f,f,,d,u
e,10.26,f,y,y,f,,,w,5.01,23.01,b,,n,,w,t,e,,d,a
p,3.99,b,s,y,f,,c,r,7.27,6.61,,,y,u,w,t,z,k,d,a
e,3.8,b,g,g,f,a,d,g,4.97,3.24,,s,n,,,f,f,,d,s
e,5.29,f,s,e,f,a,d,w,7.81,12.07,,i,n,,,t,,w,d,a
e,3.07,b,g,w,f,x,d,w,4.65,3.5,,,y,,,f,f,,g,u
e,9.34,f,e,b,f,,c,b,4.92,19.44,,,w,,,t,f,,d,a
p,4.04,f,d,b,f,x,c,w,5.37,2.9,b,i,n,,,f,f,,l,a
p,3.34,f,d,b,f,x,c,w,5.37,3.32,b,i,n,,,f,f,,l,u
p,4.08,f,l,n,f,x,d,y,6.09,5.02,,,n,,,f,f,,l,a
p,4.23,f,t,n,f,x,c,p,5.75,5.12,,i,n,,,f,f,,g,u
e,5.68,x,t,g,f,a,d,n,6.36,5.86,,t,g,,,t,l,,d,a
e,15.57,s,t,k,f,a,d,y,5.91,21.11,,,w,,,f,f,w,d,w
e,7.03,x,w,y,f,f,f,f,4.77,13.37,,,y,,,f,f,,d,u
e,6.76,c,h,n,f,e,,w,12.42,11.68,,s,n,u,w,f,f,,d,u
p,2.99,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,w
e,5.28,s,l,n,f,f,f,f,7.09,47.08,,,n,,,f,f,g,d,a
p,5.6,x,d,n,f,a,c,n,5.21,6.25,,i,y,,,t,,,d,a
p,1.34,x,,n,f,,,k,4.97,2.54,,s,n,,,f,f,k,g,u
e,7.64,x,t,n,f,p,d,y,7.12,13.17,,s,n,,,f,f,,h,u
p,3.73,b,y,n,f,,c,w,6.51,4.7,s,s,w,,,f,f,,d,a
p,6.48,s,h,r,t,d,,w,4.48,12.01,,t,r,,,f,f,,d,a
p,7.3,x,,n,f,p,,w,9.92,27.64,c,,n,,,f,f,p,d,a
p,3.57,f,y,n,f,e,c,n,4.43,3.53,,k,w,,,t,e,,m,u
p,4.49,x,,p,f,,c,w,3.77,12.99,,,y,,,f,f,,d,a
p,1.69,p,t,n,f,a,c,g,5.56,2.2,,t,y,,,t,e,,m,u
p,4.2,s,,u,f,a,,w,4.58,8.19,,,y,,,f,f,,d,a
p,14.84,x,g,e,f,e,,w,18.23,18.18,s,y,w,u,w,t,g,,d,u
p,6.38,x,d,n,t,d,c,w,6.21,8.32,,,n,,,f,f,,d,a
p,3.85,f,,u,f,a,,w,5.69,8.38,,,w,,,f,f,,d,a
p,7.56,o,e,o,f,,c,y,1.54,16.1,,,y,,,f,f,,d,w
p,3.1,b,,k,f,a,,n,9.37,2.52,,,g,,w,f,f,k,g,u
e,8.71,f,s,u,f,a,c,w,4.47,15.59,,,w,,,f,f,,d,a
e,10.11,p,y,n,t,e,,p,8.94,18.2,,y,w,,,t,p,,d,a
p,5.43,c,i,y,f,,c,r,6.43,8.16,,,w,,,f,f,,d,u
e,11.06,f,y,e,f,,,w,7.23,27.17,b,,n,,w,t,e,,d,w
p,1.82,f,t,n,f,,,n,6.83,2.53,,,y,,,f,f,,g,u
e,11.44,p,s,w,t,e,,g,8.31,17.18,s,,w,,,t,r,,m,a
e,9.36,s,t,p,t,d,c,o,5.4,17.13,,,w,,,f,f,,d,u
e,8.19,x,t,n,f,p,d,y,7.99,13.01,,s,n,,,f,f,,h,a
e,5.67,f,h,g,f,s,d,w,4.33,9.18,,s,g,,,f,f,,d,u
e,2.76,x,s,w,f,d,d,w,3.1,5.5,,,w,,,f,f,,g,a
p,12.44,f,t,r,t,d,c,n,6.11,16.03,,,n,,,f,f,,h,a
p,3.4,f,s,g,f,d,c,w,2.99,8.57,,,w,,,f,f,,g,u
e,3.9,x,,y,f,a,c,y,5.47,9.88,,,w,,,f,f,,d,u
p,1.74,x,,n,f,,,n,5.49,2.67,,s,n,,,f,f,k,g,u
p,5.0,b,i,e,f,e,,y,6.67,7.13,,,k,,,f,f,,g,u
p,1.64,o,k,n,f,,,n,4.94,1.68,,,n,,,f,f,,d,s
p,6.18,x,,p,f,,c,r,3.87,13.57,,,y,,,f,f,,d,a
e,4.19,b,g,g,f,a,d,g,6.38,4.09,,s,g,,,f,f,,d,w
p,7.62,f,d,n,t,d,c,w,6.66,8.52,,,n,,,f,f,,d,a
p,11.61,x,e,n,t,p,,e,10.33,27.61,,,u,,,f,f,,d,u
p,6.27,x,,g,f,d,c,y,4.96,8.95,b,,n,,,f,f,,l,a
e,8.35,x,d,w,f,s,c,w,6.65,29.24,,,w,,,f,f,,m,u
p,1.49,x,g,n,f,d,d,n,2.59,2.66,,s,n,,,f,f,,d,u
e,3.1,x,d,n,f,p,,n,4.02,9.35,,,y,,,f,f,,d,a
p,2.62,f,s,w,f,d,c,w,2.86,7.06,,,w,,,f,f,,g,a
p,2.68,x,y,y,f,a,,w,5.01,3.34,,y,y,,,t,r,,g,a
e,11.95,f,s,n,f,d,d,w,8.76,13.69,,i,n,,,t,,w,d,u
e,12.08,x,,n,t,,,w,12.7,19.07,b,,w,u,w,t,g,,d,u
p,3.8,x,t,n,f,s,c,n,4.3,7.71,,,w,,n,t,z,,d,a
p,3.52,o,s,g,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u
e,16.04,x,y,n,t,e,,w,9.42,16.34,,,w,,,t,,,g,u
e,7.75,s,l,w,f,d,,p,3.45,8.34,,,w,,,f,f,,d,u
e,7.49,b,h,k,f,s,d,w,5.61,11.06,,s,g,,,f,f,,d,a
p,18.79,f,k,w,t,d,d,w,7.11,28.44,,,w,,,f,f,,d,u
p,5.36,x,k,n,f,d,c,n,5.55,6.77,,i,n,,,t,,,d,u
e,4.15,x,h,n,f,x,c,w,3.44,3.81,,y,n,,,t,r,,d,u
p,10.12,x,,n,f,x,c,w,9.78,11.08,r,i,w,,,f,f,,d,a
e,2.71,x,d,p,f,a,c,e,4.36,6.27,,,e,,,f,f,,m,w
e,9.86,x,y,n,t,e,,p,8.8,17.16,,y,w,,,t,l,,d,a
p,6.19,s,,e,t,d,c,w,6.81,6.75,,,e,,,f,f,,d,u
e,9.77,p,i,n,t,e,,p,8.6,16.91,,y,w,,,t,p,,d,a
p,0.85,x,,o,f,d,,o,3.91,0.97,,,y,,,f,f,w,g,a
e,17.62,p,t,n,f,p,,w,16.3,72.48,,,n,,,f,f,,d,a
e,3.41,f,y,n,f,a,d,p,8.04,4.35,,i,n,,,f,f,,l,a
e,2.69,x,,u,f,,d,u,5.17,4.04,,,w,,,f,f,,d,u
e,55.49,o,y,y,f,p,,y,7.69,56.96,,k,n,,,f,f,,d,u
p,13.62,x,k,w,t,d,d,n,6.66,29.36,,,w,,,f,f,,d,w
p,2.75,f,w,n,t,d,c,y,2.84,5.43,,,n,,,f,f,,d,a
p,1.36,x,,n,f,,,n,5.13,2.6,,s,n,,,f,f,k,g,a
e,16.65,f,e,n,f,a,c,w,8.66,27.19,s,,w,,,f,f,,l,w
p,6.18,x,d,e,t,d,c,w,7.99,9.24,,,e,,,f,f,,d,a
p,5.35,x,,p,f,,c,g,3.45,12.86,,,y,,,f,f,,d,a
p,7.36,f,h,r,f,,c,w,10.88,13.3,,,w,u,w,t,g,,d,u
p,2.29,f,i,k,f,a,,p,4.95,2.74,,,w,,,f,f,p,g,a
p,1.61,x,,n,f,,,k,5.17,2.45,,s,n,,,f,f,k,g,a
p,4.01,x,t,n,f,s,c,n,6.53,9.51,,,w,,n,t,z,,d,u
e,6.84,x,s,n,f,e,c,w,5.26,10.18,,i,w,,,f,f,p,d,s
p,3.8,b,y,n,f,,c,w,6.3,4.76,s,s,w,,,f,f,,d,u
p,4.69,s,d,y,f,d,c,o,3.25,6.73,,,o,,,f,f,,d,u
p,4.73,b,t,n,f,,,n,12.81,6.42,,,w,,,t,,k,g,w
p,15.43,f,k,w,t,d,d,n,6.04,30.61,,,w,,,f,f,,d,u
e,3.69,b,g,g,f,a,d,g,4.29,3.13,,s,n,,,f,f,,d,w
p,9.34,o,,n,f,f,f,f,3.44,25.78,,g,n,,,f,f,,d,s
p,5.99,b,s,n,f,,,g,10.2,12.27,,s,w,,,t,z,,d,u
p,16.16,x,g,o,f,e,,w,19.46,18.9,s,y,w,u,w,t,p,,d,w
e,5.97,o,l,n,f,f,f,f,7.37,55.0,,,n,,,f,f,g,l,u
p,2.36,s,w,n,t,d,c,n,3.34,5.89,,,n,,,f,f,,d,u
p,8.45,x,i,n,f,a,c,k,8.77,8.79,,i,n,,k,t,z,k,d,u
p,9.59,x,h,r,f,,c,w,11.28,14.78,,,w,u,w,t,g,,d,a
p,5.24,x,s,o,f,e,,y,6.99,5.94,,,k,,,f,f,,g,a
e,17.06,f,y,n,f,,,w,26.15,19.88,s,,n,,,t,m,,m,a
p,2.16,b,g,y,f,,c,n,6.38,3.6,,,n,,,f,f,,d,u
e,5.43,f,w,y,f,f,f,f,4.55,14.64,,,y,,,f,f,,d,u
e,9.57,x,y,n,t,e,,p,8.98,17.37,,y,w,,,t,p,,l,a
p,9.46,x,t,n,f,a,d,w,8.01,23.77,,,w,,,f,f,,d,a
e,7.49,p,,g,f,a,,w,8.72,13.89,,,g,,,f,f,,g,u
p,8.03,s,h,g,t,d,,g,4.72,13.96,,t,n,,,f,f,,d,u
e,4.06,x,,y,f,a,c,y,3.46,8.42,,,w,,,f,f,,d,u
p,7.19,x,y,w,t,,,g,8.22,14.38,s,,w,,,t,l,,g,u
p,4.05,x,y,n,f,a,,w,5.5,3.56,,y,y,,,t,r,,h,u
e,4.62,f,g,n,f,a,d,g,5.89,3.48,,s,g,,,f,f,,d,s
e,10.65,f,,g,f,d,c,w,2.59,14.4,,,w,,,f,f,,d,w
p,3.72,f,d,n,f,x,c,w,4.87,3.61,b,s,n,,,f,f,,d,u
e,5.81,x,t,g,f,a,d,n,5.88,4.88,,t,g,,,t,l,,d,u
e,20.52,p,t,n,f,p,,w,18.38,78.56,,,n,,,f,f,,d,u
e,7.84,s,,y,f,a,c,w,6.74,17.67,,,w,,,f,f,,d,a
e,6.86,x,t,y,t,x,c,y,7.99,15.44,,,w,,,f,f,,d,u
e,3.23,f,d,n,t,d,c,p,4.51,6.09,,,n,,,f,f,,d,a
p,2.74,b,y,n,f,,c,u,5.53,4.31,s,s,w,,,f,f,,d,a
p,4.13,x,,e,f,x,,w,4.26,5.93,,,w,,,f,f,,d,a
p,8.62,x,t,n,f,a,d,w,12.12,29.42,,,w,,,f,f,,d,u
p,11.41,f,,n,f,e,,w,10.86,13.34,,,w,u,w,t,e,,d,a
e,3.0,b,g,n,f,a,d,g,6.08,3.73,,s,g,,,f,f,,d,w
e,4.65,x,h,n,f,x,c,w,6.42,6.83,,s,n,,,t,r,,d,s
p,1.24,s,s,y,f,f,f,f,3.21,5.8,,,y,,,f,f,,d,u
e,6.21,f,h,g,f,s,d,g,4.3,10.24,,s,g,,,f,f,,d,u
p,12.24,o,,n,f,f,f,f,4.03,26.25,,g,n,,,f,f,,d,u
p,5.04,c,i,y,f,,c,n,6.41,7.0,,,w,,,f,f,,d,u
p,8.88,x,,g,t,x,,u,8.21,19.31,s,,g,,u,f,f,,d,a
p,8.83,x,i,n,f,a,,n,8.2,15.36,s,,n,,n,f,f,,h,a
e,6.96,x,h,y,t,x,c,y,8.33,15.48,,,w,,,f,f,,d,a
e,8.89,x,,n,t,p,,g,13.81,27.97,,y,w,,,f,f,,d,u
p,11.69,x,,u,t,x,,n,11.38,24.2,s,,g,,u,f,f,,d,a
p,9.87,f,,n,f,x,c,w,10.31,12.35,r,i,w,,,f,f,,h,a
e,8.77,x,d,n,t,p,,r,6.65,12.33,,,y,,,f,f,,d,a
e,8.88,x,h,y,t,x,c,y,8.93,18.13,,,w,,,f,f,,d,u
p,7.21,f,w,p,f,s,c,p,4.5,10.07,,,p,,,f,f,,d,a
e,3.83,f,s,w,f,d,d,w,3.04,5.96,,,w,,,f,f,,g,a
p,3.79,f,,y,f,x,,w,5.42,6.68,,,w,,,f,f,,d,a
p,4.95,c,e,w,t,x,c,y,5.94,11.0,,,w,,,f,f,,d,a
e,9.67,f,,w,f,d,c,y,2.19,11.48,,,w,,,f,f,,d,a
p,2.47,b,y,n,f,,c,u,6.07,4.49,s,s,w,,,f,f,,d,u
e,9.24,f,,g,f,s,c,p,7.89,20.93,b,,u,,,f,f,,d,w
p,1.86,p,t,n,f,a,c,g,5.47,2.38,,t,y,,,t,e,,m,u
e,5.66,f,s,u,f,a,c,w,4.19,15.92,,,w,,,f,f,,d,a
p,5.73,c,e,y,t,x,c,p,6.44,12.48,,,w,,,f,f,,g,a
e,7.41,x,,g,t,p,,g,11.98,24.13,,y,w,,,f,f,,d,u
e,6.05,s,,n,f,d,c,w,5.1,8.65,,s,w,,,f,f,,d,u
e,7.11,s,w,y,f,f,f,f,5.68,12.11,,,y,,,f,f,,d,a
e,1.26,f,y,n,f,a,d,p,5.15,3.2,,i,n,,,f,f,,h,u
e,18.97,p,y,n,f,,,w,23.82,20.2,s,,n,,,t,m,,d,u
p,10.35,x,,n,f,p,,p,10.44,30.72,c,,n,,,f,f,p,d,a
e,4.65,x,t,o,f,p,,n,5.33,10.77,,,n,,,f,f,,d,a
e,16.46,f,s,k,f,a,d,k,6.05,19.6,,,w,,,f,f,w,d,u
p,1.45,x,k,n,f,,,n,3.6,1.61,,,n,,,f,f,,d,a
p,1.4,x,,n,f,,,k,4.75,2.38,,s,n,,,f,f,k,g,a
e,5.35,x,y,n,f,e,c,p,5.41,9.71,,y,n,,,f,f,,d,a
p,4.32,s,,u,f,a,,w,4.79,7.78,,,y,,,f,f,,d,u
e,6.81,f,,n,f,x,c,w,7.26,17.89,,s,w,,,f,f,,d,a
p,16.18,f,t,k,t,d,c,n,4.68,23.81,,,r,,,f,f,,d,a
e,7.02,x,t,y,t,x,c,y,6.72,13.05,,,w,,,f,f,,d,a
p,19.35,f,k,w,t,d,d,n,7.99,29.06,,,w,,,f,f,,d,a
e,4.91,x,h,g,f,a,d,n,5.61,5.02,,t,w,,,t,l,,d,u
e,3.86,s,,y,f,f,f,f,6.8,8.69,,,o,,,f,f,,d,a
e,5.31,x,d,e,t,p,,r,5.41,11.23,,,e,,,f,f,,d,a
e,6.31,x,y,n,f,e,c,p,7.46,11.95,,y,n,,,f,f,,d,u
p,7.96,s,,r,t,d,,o,5.38,12.56,,,w,,,t,f,,d,u
e,3.03,f,h,n,f,,c,k,6.11,5.69,,s,w,,w,f,f,k,d,a
p,5.97,s,,o,t,d,,o,3.83,11.51,,,w,,,t,f,,d,a
e,8.1,s,,y,f,a,c,w,5.38,13.56,,,w,,,f,f,,d,w
p,3.16,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,u
p,11.55,f,d,n,f,d,c,y,5.74,26.06,,k,k,,,f,f,,d,a
p,3.59,x,t,o,f,a,c,n,4.07,5.85,,y,n,,,t,z,,d,w
p,6.51,p,s,n,f,,,w,8.68,12.83,,s,w,,,t,z,,g,s
p,2.94,b,h,n,f,,,n,9.69,5.55,,,w,,,t,,k,g,w
e,13.73,s,s,y,f,x,,n,7.78,23.71,,,w,,,f,f,,d,a
e,17.22,p,d,n,f,p,,w,16.81,37.11,s,y,w,,,f,f,,d,u
e,1.16,f,g,e,t,a,,p,6.42,1.06,,,n,,,f,f,,h,a
p,8.17,p,y,w,f,,,p,16.46,17.96,,,w,,,f,f,,d,a
p,6.19,s,d,o,f,d,c,y,3.73,6.7,,,o,,,f,f,,h,a
e,7.12,f,i,n,f,e,c,n,4.47,12.6,,,w,,,t,r,,w,a
p,1.98,b,,n,f,a,,g,4.4,1.89,,s,g,,,f,f,,d,u
p,1.23,x,g,n,f,d,d,n,1.96,2.48,,s,n,,,f,f,,h,u
p,3.2,f,,u,f,a,,w,4.6,7.0,,,w,,,f,f,,d,a
p,10.44,x,t,n,t,d,c,b,5.05,22.65,,,r,,,f,f,,d,u
p,11.61,x,y,y,f,a,,y,12.3,22.7,r,,y,,,t,r,n,d,a
e,8.4,x,h,y,f,p,,y,6.69,13.56,,,y,,y,t,,,d,a
e,9.07,x,h,y,f,p,,y,7.54,15.09,,,y,,y,t,,,d,a
e,11.78,s,t,o,t,d,c,o,6.68,18.75,,,w,,,f,f,,d,a
e,6.99,f,s,n,f,s,c,w,6.11,10.41,b,i,w,,,f,f,,m,u
p,8.95,x,y,y,f,a,c,y,10.59,10.48,,y,n,,,t,,,d,u
p,7.63,p,y,n,f,,,p,15.69,17.48,,,w,,,f,f,,d,a
p,9.42,x,,n,f,p,,w,10.48,32.25,c,,n,,,f,f,w,d,a
p,2.49,b,,g,f,a,,n,8.94,2.43,,,n,,w,f,f,k,g,u
p,1.23,s,s,y,f,f,f,f,4.35,5.88,,,y,,,f,f,,d,a
p,4.65,x,s,o,f,a,c,y,5.67,7.26,,g,o,,,f,f,,g,a
p,10.36,x,h,y,f,s,,y,5.27,15.84,,i,n,,,f,f,,d,a
e,9.91,f,,g,f,s,c,g,7.99,23.37,b,,u,,,f,f,,g,a
e,6.57,c,t,n,f,e,,w,11.77,12.25,,s,w,u,w,f,f,,d,a
p,3.39,s,,u,f,a,,w,4.4,6.02,,,w,,,f,f,,d,a
e,3.47,s,d,p,t,d,c,p,4.59,6.09,,,g,,,f,f,,d,u
e,10.4,x,e,y,f,x,c,w,6.69,18.54,,,w,,,f,f,,d,a
p,0.82,x,g,e,f,a,,p,4.27,1.04,,s,k,,,f,f,,d,u
p,13.26,x,e,n,t,p,,e,9.29,29.36,c,,y,,,f,f,,d,u
e,10.07,x,t,n,t,p,,y,7.28,21.77,,,n,,,f,f,,d,u
p,7.89,x,h,n,f,x,,w,17.08,9.07,r,g,n,,,f,f,,d,a
p,3.01,x,t,n,f,s,c,n,5.57,7.11,,,w,,n,t,z,,d,u
p,9.03,f,,r,f,x,c,y,7.03,11.66,,,w,,,f,f,,d,u
p,2.47,x,g,n,f,a,,w,6.84,2.52,,,w,,,f,f,,d,u
e,11.62,p,y,w,f,e,c,w,23.39,13.43,,s,w,,,t,e,,d,s
p,18.22,s,k,w,t,d,d,n,6.27,28.26,,,w,,,f,f,,d,a
p,2.22,b,g,n,f,,c,n,6.28,3.32,,,n,,,f,f,,d,s
p,12.14,f,t,n,t,d,c,n,6.46,16.28,,,n,,,f,f,,d,u
p,7.85,s,,o,t,d,,o,4.17,11.28,,,w,,,t,f,,d,u
p,1.27,x,k,n,f,,,n,3.25,1.57,,,n,,,f,f,,d,u
p,4.32,b,t,n,f,x,c,p,5.78,5.05,,i,n,,,f,f,,g,a
e,7.09,f,y,y,f,,,w,6.03,24.56,b,,n,,w,t,e,,d,w
e,8.33,s,l,w,f,d,,p,3.34,7.32,,,w,,,f,f,,d,a
e,9.88,x,h,n,t,p,,y,8.69,18.04,,,n,,w,t,p,,d,u
p,0.58,f,,o,f,d,,o,4.63,0.85,,,y,,,f,f,w,g,u
e,4.07,f,t,n,f,d,,o,6.17,8.48,,t,o,,,f,f,,d,w
e,1.23,b,g,g,f,,,g,3.2,1.92,,,w,,,f,f,,d,w
p,8.54,f,y,u,f,s,c,y,6.16,14.97,,y,u,,,f,f,,d,a
p,9.82,x,e,n,f,a,,n,9.67,13.36,s,,n,,e,f,f,,h,a
e,2.59,x,,u,f,,d,u,6.44,5.09,,,w,,,f,f,,d,a
p,6.76,s,d,o,f,d,c,o,2.98,6.76,,,o,,,f,f,,d,a
p,3.98,b,y,n,f,,c,w,5.68,4.67,s,s,w,,,f,f,,d,a
p,1.76,x,,n,f,,,n,5.39,2.56,,s,n,,,f,f,k,g,u
e,1.47,x,w,n,f,,d,g,5.25,2.54,,,w,,,f,f,,d,w
e,5.26,f,h,k,f,s,d,g,3.41,8.58,,s,g,,,f,f,,d,u
e,10.31,f,e,b,f,,c,b,4.95,19.94,,,w,,,t,f,,d,a
p,6.71,f,t,y,f,x,c,y,6.29,14.21,,,y,,,f,f,,d,a
p,7.47,f,t,n,f,x,c,y,6.2,16.17,,,y,,,f,f,,d,a
p,5.02,x,s,y,f,,c,k,7.61,7.5,,,y,u,w,t,z,k,d,u
e,10.76,f,,w,f,d,c,y,2.53,15.16,,,w,,,f,f,,d,w
p,11.18,f,t,r,t,d,c,n,5.92,13.55,,,n,,,f,f,,d,a
e,7.53,x,d,n,t,p,,r,6.91,13.67,,,e,,,f,f,,d,u
p,8.0,p,y,n,f,,,p,14.21,17.08,,,w,,,f,f,,d,a
p,6.96,x,g,n,f,e,,w,8.48,18.23,,y,w,u,w,t,p,,d,a
p,1.54,o,k,n,f,,,n,4.17,1.66,,,n,,,f,f,,d,s
e,7.91,x,,n,f,a,,w,7.18,13.46,,,w,,,f,f,,d,a
e,8.92,f,s,w,f,e,c,p,20.95,12.94,,s,w,,,t,e,,g,a
e,5.71,f,s,n,f,x,c,w,7.03,9.85,,s,n,,,f,f,,l,w
e,4.95,x,,n,f,x,c,w,5.89,3.89,,,w,,,f,f,,d,a
p,6.74,p,y,n,f,,,k,11.11,13.33,,s,w,,,t,z,,g,s
p,13.92,x,,g,f,e,,w,11.11,16.89,,,w,u,w,t,e,,d,a
p,7.52,x,h,r,f,,c,w,11.15,15.12,,,w,u,w,t,g,,d,a
e,1.2,p,g,g,f,,,g,2.88,1.45,,,w,,,f,f,,d,u
p,9.1,f,,n,f,x,c,w,9.74,11.7,r,i,w,,,f,f,,h,a
e,16.61,p,w,n,f,p,,y,14.44,70.14,,,n,,,f,f,,d,a
p,1.48,f,i,k,f,a,,w,3.76,2.23,,,w,,,f,f,p,g,a
p,4.31,x,h,o,f,a,c,n,3.94,5.71,,y,o,,,t,z,,d,w
p,5.47,x,,p,f,,c,g,3.35,12.68,,,y,,,f,f,,d,a
e,5.05,x,h,n,f,x,c,n,5.48,5.93,,s,n,,,t,r,,d,s
p,7.17,x,w,p,f,s,c,p,3.98,9.26,,,p,,,f,f,,d,w
p,12.19,x,e,n,t,p,,o,10.41,31.88,,,e,,,f,f,,d,u
e,4.24,x,,w,f,x,c,n,7.9,7.49,b,,n,,w,t,,,d,a
e,7.03,f,y,n,f,e,c,p,5.15,13.09,,,w,,,t,l,,w,u
e,9.47,s,,u,f,s,c,u,6.75,20.31,,,b,,,f,f,,d,a
e,3.67,f,d,g,t,d,c,p,4.7,6.14,,,n,,,f,f,,d,u
e,3.4,x,s,e,f,a,c,o,4.82,7.05,,,e,,,f,f,,g,u
e,4.83,x,,w,f,x,c,n,6.43,3.87,,,w,,,f,f,,d,u
p,1.44,o,k,n,f,,,n,4.42,1.66,,,n,,,f,f,,d,s
e,1.25,c,g,n,f,a,,g,4.88,1.41,,,g,,,f,f,,d,u
p,8.43,b,y,w,f,,,p,16.36,18.59,,,w,,,f,f,,d,a
p,0.77,f,,o,f,d,,o,5.6,1.13,,,o,,,f,f,w,g,u
e,8.91,x,s,n,t,p,,y,6.81,18.07,,,n,,w,t,p,,d,u
p,2.61,c,,u,f,a,c,n,3.3,3.57,,i,u,,,f,f,,d,a
p,1.55,b,h,n,f,a,,n,4.94,1.77,,t,n,,,f,f,,g,s
p,0.55,x,g,p,f,a,,n,3.69,0.87,,s,k,,,f,f,,d,u
p,3.14,f,k,n,f,s,,p,3.62,2.96,,,n,,,f,f,p,g,a
p,4.85,f,,y,f,s,d,y,5.42,12.69,,i,y,,,f,f,,d,a
p,5.1,f,h,n,f,x,,w,12.31,6.79,r,g,n,,,f,f,,d,a
p,5.88,b,y,n,f,,,k,9.64,12.87,,s,w,,,t,z,,g,s
p,2.61,x,s,o,f,a,,y,3.08,5.51,,,y,,,f,f,,h,a
e,3.65,s,d,p,t,d,c,p,4.42,6.29,,,n,,,f,f,,d,u
e,7.38,o,,n,f,,,w,4.19,19.64,,,n,,,f,f,,d,a
p,3.63,f,d,n,f,x,c,w,4.55,2.79,b,s,n,,,f,f,,l,u
p,5.24,x,e,e,f,a,,n,7.08,9.33,,,e,,w,t,z,,d,a
p,9.52,x,,n,f,x,c,w,9.43,11.59,r,i,w,,,f,f,,h,a
p,8.86,f,y,u,f,s,c,y,5.97,16.58,,y,u,,,f,f,,d,a
p,2.83,s,w,u,f,a,c,u,4.77,4.18,,s,u,,,f,f,,l,a
p,2.78,x,s,o,f,d,,o,2.99,5.84,,,y,,,f,f,,m,a
p,2.78,o,s,r,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,w
p,12.96,f,,g,f,e,,w,10.91,15.36,,,w,u,w,t,e,,d,a
p,0.58,f,,o,f,d,,o,3.53,0.93,,,y,,,f,f,w,g,a
e,9.82,o,,n,f,,,w,4.57,21.44,,,n,,,f,f,,d,u
e,16.5,p,d,o,f,p,,n,14.23,32.6,s,y,w,,,f,f,,d,a
e,4.11,x,k,n,f,p,,n,4.56,10.75,,,n,,,f,f,,d,a
p,4.14,b,t,n,f,x,c,p,6.99,4.69,,i,n,,,f,f,,m,a
e,10.82,f,,g,f,s,c,b,7.8,20.3,,,u,,,f,f,,d,w
p,10.5,x,,g,f,e,,w,10.57,12.26,,,w,u,w,t,g,,d,u
e,3.74,x,,l,f,d,,r,5.84,6.2,,,l,,,f,f,,d,u
p,7.2,o,,e,f,f,f,f,3.69,24.79,,g,n,,,f,f,,d,s
